id,target
38731,0.07006084117852339
38732,0.017140358229338647
38733,0.021473114237864264
38734,0.016934306843832223
38735,0.10166922227637479
38736,0.03146986363236973
38737,0.034258775334366026
38738,0.052617074057720814
38739,0.033122617940307665
38740,0.01879452119039315
38741,0.06804931853039196
38742,0.033805929614693545
38743,0.009534786550363397
38744,0.011399332526003135
38745,0.01269903131556998
38746,0.013933328588390147
38747,0.01686007832834495
38748,0.00712880610301989
38749,0.00667166106033444
38750,0.023459962746747914
38751,0.01785421860354453
38752,0.006585882749920758
38753,0.0428631991228007
38754,0.01355672355910241
38755,0.01188136687053161
38756,0.04243090435820909
38757,0.018604164626706776
38758,0.02786654830162489
38759,0.006278515397397317
38760,0.01310411570349481
38761,0.014862947181642609
38762,0.020873342244684717
38763,0.047779571622887346
38764,0.009201225916233784
38765,0.015227916035535532
38766,0.019447439436331093
38767,0.044718382444393856
38768,0.013814145712072566
38769,0.011207832488543958
38770,0.010893606828946205
38771,0.03855292624763802
38772,0.057851333183281436
38773,0.018681811577038115
38774,0.02001646573543457
38775,0.006099511442318337
38776,0.01466011780139104
38777,0.042864497473058545
38778,0.017844528262279242
38779,0.009499145863764383
38780,0.010555216635935491
38781,0.030043620183613243
38782,0.013490667103003989
38783,0.04168162852112076
38784,0.01239650348010219
38785,0.009810810710536617
38786,0.04103564288263074
38787,0.02370460374724491
38788,0.01018141890272399
38789,0.010946514648853881
38790,0.007312973279145008
38791,0.03746955499136938
38792,0.024223422012661745
38793,0.08059042104095776
38794,0.008627869779823669
38795,0.011080641214061104
38796,0.022708291569862274
38797,0.01449931651325172
38798,0.025148304279633143
38799,0.014221612761864486
38800,0.04706033614130323
38801,0.009438065832314583
38802,0.06258681033724026
38803,0.006123851015984966
38804,0.00846576327025942
38805,0.010085877797703143
38806,0.09082205252544107
38807,0.0398607741111315
38808,0.007036193232718263
38809,0.010305032482716612
38810,0.023700304316963298
38811,0.04029390669945754
38812,0.020041503330702176
38813,0.012126617663686407
38814,0.03344888627079154
38815,0.0859767990118063
38816,0.038851528445787806
38817,0.007895510833433282
38818,0.012868626093459757
38819,0.018288653735564826
38820,0.007282938553166701
38821,0.07981521617099817
38822,0.01341333941008377
38823,0.03858331271778684
38824,0.040979024609256676
38825,0.014407925614273339
38826,0.008199972235133355
38827,0.013759209303352272
38828,0.014861484773295523
38829,0.030990039409982795
38830,0.00848680765895483
38831,0.02589204983258042
38832,0.023963612343692754
38833,0.008743034656735881
38834,0.014414989907021964
38835,0.009226335447484685
38836,0.029032200888297954
38837,0.008112637484342223
38838,0.015894571730632405
38839,0.014857791642224104
38840,0.04043393277679437
38841,0.05834162256570826
38842,0.036303195483722434
38843,0.008048877780758525
38844,0.07809423306403163
38845,0.008035112796574017
38846,0.01318503291886337
38847,0.026721415113216997
38848,0.009473303198159009
38849,0.009049327302096096
38850,0.01982090038496035
38851,0.01354939692442849
38852,0.015194054177940607
38853,0.024397393933705984
38854,0.014494409801741694
38855,0.011086952074492454
38856,0.038138451141025986
38857,0.03501502780798509
38858,0.005405404107571582
38859,0.03589402692584848
38860,0.006841451755836307
38861,0.008387771913335684
38862,0.06671397723829645
38863,0.036805681896093456
38864,0.029863729258531577
38865,0.015320662277934629
38866,0.011164160085370994
38867,0.00938716926091165
38868,0.005913510610631642
38869,0.019911847545085178
38870,0.028329249742391455
38871,0.013195534044349443
38872,0.04950447737738788
38873,0.010484973253716934
38874,0.022892932083172245
38875,0.00699485348285147
38876,0.02030630770703233
38877,0.010138987683831657
38878,0.025982841583637048
38879,0.021981784336213173
38880,0.017060733789289902
38881,0.007854703396840024
38882,0.006789947477837803
38883,0.008448489297530764
38884,0.011853316149240668
38885,0.016950741868863868
38886,0.024636852596087208
38887,0.0070047904361750235
38888,0.007841133269661116
38889,0.01078524297785734
38890,0.014361992804132794
38891,0.009687954216314033
38892,0.03489805035397085
38893,0.012629088746109449
38894,0.011599512851550427
38895,0.021903655967587986
38896,0.011102536028645492
38897,0.00847390857745241
38898,0.01055877626779969
38899,0.00673545228748438
38900,0.03119956769125614
38901,0.040913268881229065
38902,0.01738747725331635
38903,0.012664932329118413
38904,0.005366501829092483
38905,0.009688132430523525
38906,0.006139790976467604
38907,0.010190919448626842
38908,0.015031299148671785
38909,0.07832529758365916
38910,0.006381998762480284
38911,0.0303060634035098
38912,0.008661554174006079
38913,0.012282364315407749
38914,0.04145836690875726
38915,0.020217150244801422
38916,0.03490004752681545
38917,0.0073558621870085114
38918,0.029142573243900054
38919,0.03827413000558641
38920,0.008005091043495324
38921,0.008555569881660712
38922,0.015064569070423292
38923,0.013955376132397137
38924,0.04014701800842449
38925,0.022572716459265882
38926,0.09506301903049882
38927,0.020687954950529903
38928,0.008033071384607801
38929,0.009503237981024518
38930,0.00899965951169758
38931,0.007498475950562769
38932,0.01856228841546175
38933,0.01303061512796225
38934,0.010845199181896865
38935,0.011068246889905712
38936,0.012333369128858528
38937,0.016020564906654638
38938,0.012884569790052904
38939,0.007674795151959398
38940,0.032346530726612366
38941,0.00836851279872329
38942,0.009238091028114381
38943,0.02891392322121792
38944,0.010669615798751577
38945,0.03221010772327543
38946,0.011509702688467429
38947,0.009948506969941436
38948,0.02636310311904925
38949,0.0062550392819841006
38950,0.008996781396899496
38951,0.041227357336639965
38952,0.01750982135325001
38953,0.01238834439958842
38954,0.040231402001242575
38955,0.008493933789828136
38956,0.00828085356503863
38957,0.02723285183267176
38958,0.008605379829325898
38959,0.00839991235497144
38960,0.013466683242462616
38961,0.03925127825590834
38962,0.03982726072390316
38963,0.009499781928555313
38964,0.025800662075544142
38965,0.014524182697107282
38966,0.053619853470121145
38967,0.021268588300226283
38968,0.008935141436909395
38969,0.007796876848516116
38970,0.006120252672661591
38971,0.008489818090531977
38972,0.033461098283349734
38973,0.021608274882633782
38974,0.0070484961074345626
38975,0.010620205984066761
38976,0.01187988781126174
38977,0.006396318671932755
38978,0.013755623202468602
38979,0.03151979461245259
38980,0.008606093352153808
38981,0.010439443130476476
38982,0.046791110308988006
38983,0.02221176886058284
38984,0.009478515194799256
38985,0.00667943638116435
38986,0.007763418998813708
38987,0.005681664832367859
38988,0.009236497074676574
38989,0.008469063872265772
38990,0.01004782492948154
38991,0.012195810807841144
38992,0.023219395714473557
38993,0.01083836114065646
38994,0.0077084835860648316
38995,0.012305624243232737
38996,0.0068343753686219665
